site_id,n_total,n_train,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,test_loss,epoch
SITE331,26,20,6,32,47,0.5,0.5,0.21538466215133667,1.6666666269302368,2.3804759979248047,0.7562280297279358,1.1033639907836914,32
SITE332,31,23,8,1,16,0.375,0.75,-0.9020979404449463,1.5,2.0615527629852295,1.8499629497528076,1.6920419931411743,1
SITE333,20,16,4,27,42,0.75,0.75,0.1627907156944275,0.75,1.5,0.9439904689788818,0.7654703855514526,27
SITE334,41,32,9,25,40,0.5555555820465088,0.6666666865348816,-0.34792613983154297,1.6666666269302368,2.6874191761016846,0.8920035362243652,1.1262924671173096,25
SITE336,21,17,4,8,23,0.5,1.0,0.27272725105285645,1.0,1.4142135381698608,2.6417909264564514,1.296401023864746,8
SITE339,26,18,8,10,25,0.375,0.625,0.2200556993484497,1.625,2.0916500091552734,1.024330347776413,1.8152539730072021,10
SITE340,34,25,9,3,18,0.4444444477558136,0.6666666865348816,0.30632418394088745,1.4444444179534912,2.0816659927368164,1.5926889777183533,1.6686251163482666,3
SITE343,40,31,9,21,36,0.7777777910232544,0.8888888955116272,0.8085106313228607,0.4444444477558136,1.054092526435852,1.0261666774749756,1.0180705785751343,21
SITE345,25,18,7,7,22,0.4285714328289032,0.7142857313156128,0.07352936267852783,1.4285714626312256,2.267786741256714,1.368791550397873,1.5314866304397583,7
SITE353,29,22,7,46,60,0.5714285969734192,0.5714285969734192,-0.6666666269302368,2.0,3.1622776985168457,0.33496472984552383,0.7934181094169617,46
SITE355,33,25,8,7,22,0.625,0.75,0.03691816329956055,1.625,3.0618622303009033,0.7518973648548126,1.31117582321167,7
SITE358,46,35,11,12,27,0.27272728085517883,0.7272727489471436,0.11440688371658325,1.454545497894287,1.8586407899856567,1.0794566075007122,1.6914507150650024,12
SITE360,23,16,7,60,60,0.4285714328289032,0.8571428656578064,0.5110293626785278,1.0,1.6475088596343994,0.5179165601730347,0.970179557800293,60
SITE362,38,27,11,4,19,0.3636363744735718,0.6363636255264282,0.2908805012702942,1.8181818723678589,2.7303013801574707,1.4058148264884949,1.755631923675537,4
SITE363,38,29,9,6,21,0.5555555820465088,0.6666666865348816,-0.49999988079071045,1.6666666269302368,2.886751174926758,1.1251268982887268,1.116625428199768,6
SITE366,35,26,9,1,16,0.6666666865348816,1.0,0.9161490648984909,0.4444444477558136,0.8164966106414795,2.0064332485198975,1.2568433284759521,1
SITE367,28,21,7,25,40,0.8571428656578064,0.8571428656578064,0.8417085409164429,0.4285714328289032,1.133893370628357,0.6303054094314575,0.7087089419364929,25
SITE375,22,17,5,60,60,1.0,1.0,1.0,0.0,0.0,1.246602088212967,0.44115176796913147,60
SITE376,30,22,8,1,16,0.5,0.75,0.21739131212234497,1.25,2.1213202476501465,1.674617350101471,1.5959527492523193,1
SITE377,40,30,10,40,55,0.6000000238418579,0.699999988079071,0.13043487071990967,1.399999976158142,2.3237900733947754,0.8892527222633362,1.095557451248169,40
SITE380,28,22,6,5,20,0.6666666865348816,0.6666666865348816,-0.18446600437164307,1.8333333730697632,3.188521146774292,1.4820863604545593,1.238284707069397,5
SITE385,28,20,8,60,60,0.625,0.875,0.2678571343421936,1.125,2.2638463973999023,0.8693061769008636,1.2152469158172607,60
SITE386,40,30,10,18,33,0.6000000238418579,0.8999999761581421,0.7209302186965942,0.800000011920929,1.3416407108306885,0.8593007326126099,1.1972678899765015,18
SITE389,43,33,10,4,19,0.699999988079071,0.8999999761581421,0.5103092193603516,0.800000011920929,1.9493588209152222,0.6907520306607088,1.496714472770691,4
SITE397,51,39,12,57,60,0.5,0.8333333134651184,0.6231600046157837,1.0,1.632993221282959,1.2617417176564534,1.4358088970184326,57
SITE401,23,18,5,1,16,0.6000000238418579,0.6000000238418579,0.375,1.2000000476837158,1.8973665237426758,1.5993449687957764,0.930333137512207,1
SITE407,24,19,5,5,20,0.800000011920929,0.800000011920929,0.6874999403953552,0.6000000238418579,1.3416407108306885,1.0950621366500854,0.6834214925765991,5
SITE411,119,93,26,1,16,0.26923078298568726,0.7307692170143127,-0.17147481441497803,1.7307692766189575,2.3121750354766846,1.9459962844848633,1.947803258895874,1
SITE417,87,66,21,20,35,0.380952388048172,0.8095238208770752,0.5112727284431458,1.2380952835083008,1.7457431554794312,1.4443480014801025,1.906162977218628,20
SITE420,49,38,11,20,35,0.4545454680919647,0.7272727489471436,-0.6539853811264038,1.7272727489471436,2.746899127960205,1.7439405520757039,1.8344953060150146,20
SITE421,31,23,8,16,31,0.25,0.875,0.23529410362243652,1.5,1.8027756214141846,1.5002992749214172,1.7798712253570557,16
SITE422,32,23,9,16,31,0.2222222238779068,0.6666666865348816,-0.5157893896102905,2.0,2.6666667461395264,1.5695164799690247,1.8262590169906616,16
SITE424,21,16,5,4,19,0.6000000238418579,0.6000000238418579,-0.5263158082962036,2.0,3.4058773517608643,0.9885848760604858,1.002091884613037,4
SITE426,54,41,13,38,53,0.5384615659713745,0.7692307829856873,0.4180952310562134,1.1538461446762085,1.9014164209365845,0.88975989818573,1.1924864053726196,38
SITE430,24,17,7,30,45,0.8571428656578064,1.0,0.9901408450677991,0.1428571492433548,0.37796446681022644,1.119699865579605,0.658254086971283,30
SITE434,32,23,9,3,18,0.3333333432674408,0.5555555820465088,0.13970589637756348,1.8888888359069824,2.6874191761016846,1.7963730692863464,1.7271698713302612,3
SITE435,28,19,9,60,60,0.4444444477558136,0.6666666865348816,-0.19653189182281494,2.0,3.197221040725708,1.1828225255012512,1.7348190546035767,60
SITE437,50,35,15,55,60,0.4000000059604645,0.6666666865348816,-0.2551865577697754,1.9333332777023315,2.8401877880096436,1.1286755402882893,1.797092318534851,55
SITE438,47,33,14,1,16,0.1428571492433548,0.7142857313156128,-0.604994535446167,2.2142856121063232,2.6859421730041504,1.9396912256876628,1.8641263246536255,1
SITE439,40,28,12,6,21,0.3333333432674408,0.75,0.45864659547805786,1.5,2.0,1.520969033241272,2.012709617614746,6
SITE442,59,43,16,17,32,0.3125,0.6875,0.2571428418159485,1.875,2.5495097637176514,1.1561740636825562,1.5249829292297363,17
SITE446,63,45,18,28,43,0.3333333432674408,0.6666666865348816,-0.1713395118713379,2.222222328186035,3.2317864894866943,0.9290054639180502,1.6801055669784546,28
SITE454,24,18,6,60,60,0.6666666865348816,0.6666666865348816,-0.3392857313156128,1.6666666269302368,2.886751174926758,0.6636030077934265,1.1691830158233643,60
SITE455,26,19,7,32,47,0.1428571492433548,0.1428571492433548,-2.127659797668457,4.285714149475098,4.898979663848877,1.2095320224761963,2.1258792877197266,32
SITE463,21,16,5,10,25,0.6000000238418579,0.800000011920929,0.2525772452354431,1.399999976158142,2.4083189964294434,1.415619134902954,1.2641412019729614,10
SITE464,30,24,6,18,33,0.6666666865348816,0.8333333134651184,0.40322577953338623,1.1666666269302368,2.4832773208618164,1.1520515084266663,0.7729489207267761,18
SITE468,22,17,5,60,60,0.6000000238418579,0.6000000238418579,-2.441558599472046,2.799999952316284,4.604345798492432,0.49005040153861046,1.098084807395935,60
SITE471,54,39,15,8,23,0.46666666865348816,0.6000000238418579,-0.22009563446044922,2.133333444595337,3.366501569747925,1.1013117631276448,1.3589189052581787,8
SITE474,22,16,6,1,16,0.5,0.8333333134651184,0.4399999976158142,1.1666666269302368,1.8708287477493286,1.587244987487793,1.5887091159820557,1
SITE477,40,31,9,31,46,0.5555555820465088,0.6666666865348816,-0.46579790115356445,2.0,3.3333332538604736,0.9702566564083099,1.429089069366455,31
SITE483,26,18,8,44,59,0.625,0.875,0.7622080743312836,0.75,1.3228756189346313,1.2525073885917664,1.2044678926467896,44
SITE485,38,29,9,21,36,0.5555555820465088,1.0,0.9287330359220505,0.5555555820465088,0.8819171190261841,1.2254085540771484,1.0818233489990234,21
SITE486,24,19,5,21,36,0.800000011920929,1.0,0.9596774242818356,0.20000000298023224,0.4472135901451111,0.3441871707327664,0.752264678478241,21
SITE490,42,31,11,8,23,0.27272728085517883,0.6363636255264282,0.08906245231628418,1.7272727489471436,2.195035696029663,1.3474225997924805,1.5839929580688477,8
SITE492,24,19,5,5,20,0.4000000059604645,0.6000000238418579,-0.8571428060531616,1.600000023841858,2.280350923538208,0.8897789418697357,1.3116648197174072,5
SITE506,36,28,8,8,23,0.625,0.625,0.21640092134475708,1.375,2.3184046745300293,0.7746865451335907,1.2815783023834229,8
SITE508,96,72,24,18,33,0.5,0.6666666865348816,0.15231788158416748,1.75,2.708012819290161,1.0443857908248901,1.4623388648033142,18
SITE520,55,40,15,60,60,0.6000000238418579,0.8666666746139526,0.5691676735877991,0.8666666746139526,1.8073922395706177,0.939357856909434,1.2071300745010376,60
SITE521,49,34,15,39,54,0.5333333611488342,0.9333333373069763,0.764150932431221,0.9333333373069763,1.632993221282959,0.7436894774436951,1.2056211233139038,39
SITE522,63,48,15,1,16,0.5333333611488342,0.7333333492279053,0.21730518341064453,1.399999976158142,2.294921875,1.5152095953623455,1.3168449401855469,1
SITE528,40,31,9,43,58,0.7777777910232544,1.0,0.9615384601056576,0.2222222238779068,0.4714045226573944,0.6637060046195984,0.985855221748352,43
SITE538,24,17,7,60,60,0.5714285969734192,0.7142857313156128,0.004792273044586182,2.142857074737549,3.5657098293304443,0.837084949016571,1.7746702432632446,60
SITE539,20,15,5,11,26,0.20000000298023224,0.20000000298023224,-1.389380693435669,4.0,4.647580146789551,0.8117967247962952,2.0678024291992188,11
SITE541,27,19,8,52,60,0.875,0.875,0.9009628593921661,0.375,1.0606601238250732,0.7287107408046722,0.7552098035812378,52
SITE542,25,18,7,60,60,0.7142857313156128,1.0,0.9252136722207069,0.4285714328289032,0.8451542854309082,0.5340840667486191,0.9326424598693848,60
SITE545,31,23,8,24,39,0.5,0.75,-0.03130757808685303,1.75,2.9580399990081787,0.5985202193260193,1.2313721179962158,24
SITE557,64,48,16,3,18,0.3125,0.8125,0.28448277711868286,1.5625,2.2776083946228027,1.6327707370122273,1.7689208984375,3
